id,"Suit Obsession/Color","Graphics","Scrawls","Phase","Obsession","Specialty","Vibes","Location","Headgear Accessory","Accessory","Totem","Creature/Plant","Suit","Sanity","Headgear","Looks Rare","Ambition","Bane","Mood","Desire","Graphic","Suit Style/Color","Suit Accessory","Backpack","Style"
0856,"Solid","Wings","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Vayon Worksuit","None","Backstab Squeezebox","None","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0857,"Solid","Ji","Yes","Phase 1","None","None","None","Scablands","Cageyes","The (Fat) Koltso","None","None","Grounder Pounder","None","None","Tribal","None","None","None","None","None","None","None","The Sink","None"
0858,"Solid","The Borsch Conservatory of Gastrotechs","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Vayon Worksuit","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Encased Regulator","Scrapper","None"
0859,"Solid","Cross of the Round Style","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Gutter Shirt","None","Darksight","Tribal","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0086,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","Darksight","Tribal","None","None","None","None","None","None","Amplifier","Caddypack","None"
0860,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Wedge","None","None","Gutter Shirt","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","The Sink","None"
0861,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Grounder Pounder","None","Rustler's Braincage","None","None","None","None","None","None","None","None","None","None"
0862,"Solid","Beshtala Expatriation Roster","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","Fane","Kreegal Cloak","None","Clincher x Bincal","Gastrotech","None","None","None","None","None","None","None","Plant Buddy","None"
0863,"Solid","Subsurface Miners Guild","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Gutter Shirt","None","Rustler's Braincage","None","None","None","None","None","None","None","None","None","None"
0864,"Solid","Roving Terror","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Vayon Worksuit","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0865,"Solid","Hyperspec","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Kreegal Cloak","None","Backstab Squeezebox","None","None","None","None","None","None","None","Disc Regulator","The Sink","None"
0866,"Cap Flag","Freebooters Flag","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Smocker","None","Backstab Squeezebox","None","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
0867,"Solid","Slash Patcher","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Gutter Shirt","None","The Wozer","None","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0868,"Solid","Cross of the Round Style","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Pitchfork Prongshell","None","Darksight","Tribal","None","None","None","None","None","None","None","The Sink","None"
0869,"Cap Flag","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Smocker","None","Rustler's Braincage","None","None","None","None","None","None","None","None","None","None"
0087,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Gutter Shirt","None","Darksight","Tribal","None","None","None","None","None","None","None","The Sink","None"
0870,"Solid","No Damage","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Vayon Worksuit","None","Baghead","Junkyard-built","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0871,"Solid","Mark Stay","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Vayon Worksuit","None","The Channelrat","None","None","None","None","None","None","None","Disc Regulator","The Sink","None"
0872,"Cap Flag","Roving Terror","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Smocker","None","The Channelrat","None","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0873,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Vayon Worksuit","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Utility Vest","The Sink","None"
0874,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Pitchfork Prongshell","None","Darksight","Tribal","None","None","None","None","None","None","None","None","None"
0875,"Solid","Margul","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Gloamwight","Percussive","None","None","None","None","None","None","Industrial Regulator","Squirrel Pack","None"
0876,"Solid","Orbital Miners Guild","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","Heavy Duty Regulator","Caddypack","None"
0877,"Solid","Beshtala-Chanko","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Gutter Shirt","None","Korkhead","None","None","None","None","None","None","None","None","Bobpack","None"
0878,"None","None","None","Phase 1","None","None","None","Scablands","None","None","None","None","None","None","None","Legendary","None","Loneliness","None","None","None","None","None","None","None"
0879,"Solid","Roving Terror","None","Phase 1","None","None","None","Scablands","None","Wedge","None","None","Gutter Shirt","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","Squirrel Pack","None"
0088,"Solid","Lethal","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Kreegal Cloak","None","Deathshead","Percussive","None","None","None","None","None","None","Industrial Regulator","Bobpack","None"
0880,"Rust","Combustible","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Platemail","None","The Clincher","Pistols","None","None","None","None","None","None","Industrial Regulator","Scrapper","None"
0881,"Grasslands","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0882,"Grasslands","The Forsaken","None","Phase 1","None","None","None","Scablands","None","Wedge","None","None","Smocker","None","Shutters","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0883,"Solid","Free Fringe","None","Phase 1","None","None","None","Scablands","None","Everdull Snippies","None","None","Vayon Worksuit","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0884,"Solid","Topography Society","None","Phase 1","None","None","None","Scablands","Utility Headphones","Chainflicker","None","None","Kreegal Cloak","None","None","Headphones","None","None","None","None","None","None","None","Bobpack","None"
0885,"Cap Flag","Lethal","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Smocker","None","Gloamwight","Percussive","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0886,"Cap Flag","High Tox","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","The Scaper","Pistols","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0887,"Grasslands","Cove Stalkers","None","Phase 1","None","None","None","Scablands","None","Wedge","None","None","Smocker","None","Yawper","None","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0888,"Solid","Orbital Miners Guild","None","Phase 1","None","None","None","The Blue","None","Hull Breacher","None","None","Vayon Worksuit","None","The Stalker","None","None","None","None","None","None","None","Utility Vest","Caddypack","None"
0889,"Solid","Slash Patcher","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Vayon Worksuit","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0089,"Solid","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Vayon Worksuit","None","Clincher x Bincal","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Scrapper","None"
0890,"Solid","Cog Crew","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Smocker","None","Backstab Squeezebox","None","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
0891,"Solid","No Damage","None","Phase 1","None","None","None","Scablands","None","Everdull Snippies","None","None","Vayon Worksuit","None","Baghead","None","None","None","None","None","None","None","Disc Regulator","The Sink","None"
0892,"Solid","Beshtala-Chanko","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Smocker","None","Backstab Squeezebox","Pistols","None","None","None","None","None","None","None","None","None"
0893,"Solid","Cove Stalkers","None","Phase 1","None","None","None","The Blue","None","Everdull Snippies","None","None","Smocker","None","Soup Gagers","None","None","None","None","None","None","None","None","None","None"
0894,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Kreegal Cloak","None","Rustler's Braincage","None","None","None","None","None","None","None","Industrial Regulator","Bobpack","None"
0895,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Astromask","Tribal","None","None","None","None","None","None","Disc Regulator","Caddypack","None"
0896,"Rust","Combustible","None","Phase 1","None","None","None","The Blue","None","Bolt Harp","None","None","Platemail","None","Soup Gagers","None","None","None","None","None","None","None","None","Bobpack","None"
0897,"Solid","The Transcendentalists","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Gutter Shirt","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","None","None","None"
0898,"Solid","Mol Bon Tunnel","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","None","None","None"
0899,"Camouflage","Cathedral","None","Phase 1","None","None","None","Scablands","Eye Patch","Candlestick","None","None","Prongshell","None","The Bald Beetle","Gastrotech","None","None","None","None","None","None","None","The Sink","None"
